Table S1: DESeq2 differential gene expression analysis of Staphylococcus aureus USA300 wild type after AGXX® treatment ,,,,,,,,,,,,,
USA300-numbers,COL-numbers,Gene symbol,Operon,Regulon,Function,Base mean,A-value,M-value,Fold change,Standard error,Wald statistic,P-value,Adjusted P-value
USA300HOU_1189,SACOL1275,USA300HOU_1189,SACOL1275,-,hypothetical protein,2698.05,11.40,-1.99,0.25,0.14,-13.82,1.9383E-43,1.26E-42
USA300HOU_1053,SACOL1124,ctaA,ctaA,-,cytochrome oxidase assembly protein,2550.91,11.32,-2.00,0.25,0.16,-12.78,2.01946E-37,1.14E-36
USA300HOU_0319,-,USA300HOU_0319,-,-,hypothetical protein,454.63,8.83,-2.00,0.25,0.23,-8.85,8.74547E-19,2.80E-18
USA300HOU_0273,SACOL0247,lrgA,lrgA lrgB,CidR,murein hydrolase regulator LrgA,181.31,7.50,-2.00,0.25,0.86,-2.32,0.020456332,2.79E-02
USA300HOU_0398,-,USA300HOU_0398,-,-,hypothetical protein,6.72,2.75,-2.00,0.25,0.91,-2.20,0.028043071,3.77E-02
USA300HOU_0752,SACOL0789,queF,queF SACOL0790,LexA,7-cyano-7-deazaguanine reductase,938.94,9.87,-2.00,0.25,0.15,-13.33,1.59467E-40,9.65E-40
USA300HOU_0768,SACOL0804,brxC,brxC,BSH,bacillredoxin YtxJ,1579.55,10.63,-2.01,0.25,0.16,-12.83,1.14427E-37,6.50E-37
USA300HOU_0777,SACOL0813,comFA,comFA comFC,-,comf operon protein 1,355.35,8.47,-2.01,0.25,0.20,-10.01,1.44469E-23,5.42E-23
USA300HOU_2378,SACOL2394,narH,nreA nreB nreC narI narJ narH narG,SigB,respiratory nitrate reductase subunit beta,205.46,7.68,-2.02,0.25,0.36,-5.60,2.19714E-08,4.56E-08
USA300HOU_0121,SACOL0093,lctP,lctP,GraRS,LctP family L-lactate permease,2671.93,11.38,-2.03,0.25,0.16,-12.63,1.35654E-36,7.50E-36
USA300HOU_1664,SACOL1719,hemA,hemLBDCXA ,MgrA,glutamyl-tRNA reductase,13708.32,13.74,-2.03,0.25,0.13,-15.54,1.89789E-54,1.55E-53
USA300HOU_0295,SACOL0269,USA300HOU_0295,SACOL0269,-,hypothetical protein,137.57,7.10,-2.04,0.24,0.26,-7.97,1.63754E-15,4.67E-15
USA300HOU_1063,SACOL1135,USA300HOU_1063,SACOL1135,-,hypothetical protein,140.69,7.14,-2.05,0.24,0.29,-7.12,1.11692E-12,2.87E-12
USA300HOU_0203,SACOL0175,glcA,glcA,-,"PTS system, IIABC components",14498.03,13.82,-2.06,0.24,0.13,-15.40,1.63944E-53,1.30E-52
USA300HOU_0275,SACOL0249,bglR,bglR,-,GntR family transcriptional regulator,825.15,9.69,-2.06,0.24,0.18,-11.75,6.91669E-32,3.35E-31
USA300HOU_2338,SACOL2352,tcaA,tcaA,-,tcaA protein,1436.49,10.49,-2.06,0.24,0.18,-11.72,1.06705E-31,5.17E-31
USA300HOU_2717,SACOL2740,rpmH,rnpA rpmH,-,50S ribosomal protein L34,12448.95,13.60,-2.06,0.24,0.17,-12.06,1.78292E-33,9.04E-33
USA300HOU_0400,SACOL0448,USA300HOU_0400,SACOL0448,-,hypothetical protein,577.50,9.17,-2.07,0.24,0.22,-9.24,2.5572E-20,8.59E-20
USA300HOU_1715,SACOL1775,ptaA,SACOL1774 ptaA,CodY,"PTS system, IIBC components",1753.50,10.78,-2.07,0.24,0.15,-13.77,3.84355E-43,2.48E-42
USA300HOU_0706,SACOL0743,uppP,uppP,-,UDP pyrophosphate phosphatase,3088.24,11.59,-2.08,0.24,0.14,-14.98,1.04241E-50,7.98E-50
USA300HOU_1336,SACOL1436,msa,msa,-,hypothetical protein,68.97,6.11,-2.08,0.24,0.38,-5.49,4.02391E-08,8.25E-08
USA300HOU_2343,SACOL2357,htrB,hrtA hrtB,-,ABC transporter permease,256.28,8.00,-2.08,0.24,0.25,-8.48,2.33362E-17,7.05E-17
USA300HOU_2223,SACOL2221,rpmD,adk secY rplO rpmD rpsE rplR rplF rpsH rpsN2 rplE rplX rplN rpsQ rpmC rplP rpsC rplV rpsS rplB rplW rplD rplC rpsJ,-,50S ribosomal protein L30,16715.25,14.03,-2.09,0.24,0.13,-15.63,4.48972E-55,3.71E-54
USA300HOU_0324,SACOL0301,USA300HOU_0324,SACOL0301,-,formate/nitrite transporter family protein,338.74,8.40,-2.09,0.23,0.30,-6.93,4.18391E-12,1.05E-11
USA300HOU_0945,SACOL0992,oppC,SACOL0990 oppB oppC oppD oppF oppA,MgrA,"oligopeptide ABC transporter, membrane protein",1255.55,10.29,-2.09,0.23,0.19,-11.19,4.70569E-29,2.10E-28
USA300HOU_2586,SACOL2608,USA300HOU_2586,SACOL2608,-,hypothetical protein,782.50,9.61,-2.10,0.23,0.17,-12.66,1.04453E-36,5.79E-36
USA300HOU_0980,SACOL1028,htrA2,htrA2 ktrD,-,serine protease,699.40,9.45,-2.10,0.23,0.20,-10.66,1.50431E-26,6.14E-26
USA300HOU_1157,SACOL1232,pknB,def2 fmt sun rlmN stp1 pknB,-,protein kinase,7598.29,12.89,-2.10,0.23,0.13,-16.34,5.05634E-60,4.59E-59
USA300HOU_0301,SACOL0275,essB,esaA essA esaB essB yukA esxC esxB esaE esxD SACOL0281,GraRS,virulence protein EssB,67.26,6.07,-2.11,0.23,0.40,-5.27,1.33023E-07,2.67E-07
USA300HOU_1807,SACOL1870,USA300HOU_1807,SACOL1870,-,hypothetical protein,24.63,4.62,-2.12,0.23,0.53,-3.97,7.05442E-05,1.19E-04
USA300HOU_1152,SACOL1227,def2,def2 fmt sun rlmN stp1 pknB,-,peptide deformylase,873.66,9.77,-2.12,0.23,0.16,-13.56,7.15222E-42,4.42E-41
USA300HOU_2391,SACOL2408,USA300HOU_2391,SACOL2406 dsbA SACOL2408,GraRS,possible lipoprotein,351.34,8.46,-2.12,0.23,0.19,-11.13,8.702E-29,3.86E-28
USA300HOU_2333,SACOL2347,USA300HOU_2333,emrA emrB,-,EmrB/QacA family drug resistance transporter,1027.39,10.00,-2.13,0.23,0.17,-12.19,3.36078E-34,1.74E-33
USA300HOU_1946,-,scn,-,-,hypothetical protein,3453.61,11.75,-2.14,0.23,0.16,-13.38,7.94659E-41,4.83E-40
USA300HOU_1703,SACOL1765,nifZ,SACOL1763 thiI nifZ,TraP,cysteine desulfurase,1114.28,10.12,-2.14,0.23,0.17,-12.91,3.73272E-38,2.15E-37
USA300HOU_0538,SACOL0590,rplL3,rplL3 rpsL rpsG fusA tuf,Translation,possible RNA-binding ribosomal protein,19009.21,14.21,-2.15,0.23,0.13,-16.69,1.60241E-62,1.53E-61
USA300HOU_0851,SACOL0886,sek,sek sei,-,enterotoxin,359.94,8.49,-2.15,0.22,0.24,-8.82,1.11932E-18,3.56E-18
USA300HOU_0586,SACOL0639,ywzC,ywzC,-,hypothetical protein,475.42,8.89,-2.15,0.22,0.20,-11.03,2.68987E-28,1.16E-27
USA300HOU_0317,SACOL0291,USA300HOU_0317,SACOL0291,-,hypothetical protein,541.72,9.08,-2.16,0.22,0.28,-7.84,4.48535E-15,1.26E-14
USA300HOU_0853,SACOL0889,USA300HOU_0853,SACOL0888 SACOL0889,-,pathogenicity island protein,268.87,8.07,-2.17,0.22,0.22,-9.80,1.121E-22,4.06E-22
USA300HOU_2224,SACOL2222,rpsE,adk secY rplO rpmD rpsE rplR rplF rpsH rpsN2 rplE rplX rplN rpsQ rpmC rplP rpsC rplV rpsS rplB rplW rplD rplC rpsJ,-,30S ribosomal protein S5,29803.94,14.86,-2.17,0.22,0.15,-14.48,1.55854E-47,1.11E-46
USA300HOU_2433,SACOL2449,USA300HOU_2433,SACOL2449,-,drug transporter,2667.70,11.38,-2.17,0.22,0.14,-15.59,8.40497E-55,6.93E-54
USA300HOU_1230,SACOL1319,glpF,glpF,GraRS,MIP family major intrinsic protein channel protein,1706.00,10.74,-2.18,0.22,0.22,-9.87,5.54183E-23,2.04E-22
USA300HOU_1785,SACOL1845,USA300HOU_1785,SACOL1845,-,hypothetical protein,118.86,6.89,-2.20,0.22,0.29,-7.46,8.56627E-14,2.29E-13
USA300HOU_2321,-,USA300HOU_2321,-,-,hypothetical protein,135.36,7.08,-2.20,0.22,0.27,-8.08,6.58589E-16,1.91E-15
USA300HOU_0320,SACOL0297,USA300HOU_0320,SACOL0297,-,hypothetical protein,302.94,8.24,-2.20,0.22,0.22,-10.17,2.74279E-24,1.05E-23
USA300HOU_0577,SACOL0630,USA300HOU_0577,SACOL0630,SigB,APC family amino acid-polyamine-organocation transporter,2641.73,11.37,-2.20,0.22,0.14,-15.43,9.6165E-54,7.76E-53
USA300HOU_2031,SACOL2022,hld,hld,TraP,delta-hemolysin,680.15,9.41,-2.21,0.22,0.54,-4.08,4.46838E-05,7.67E-05
USA300HOU_2209,SACOL2207,rplM,rpsI rplM,-,50S ribosomal protein L13,22982.02,14.49,-2.21,0.22,0.14,-16.33,6.42503E-60,5.81E-59
USA300HOU_1663,SACOL1718,hemX,hemLBDCXA ,MgrA,possible cytochrome c assembly protein,2360.67,11.20,-2.21,0.22,0.15,-15.08,2.12266E-51,1.64E-50
USA300HOU_0850,SACOL0885,int,int,-,"pathogenicity island protein, integrase",189.83,7.57,-2.21,0.22,0.25,-8.95,3.55521E-19,1.15E-18
USA300HOU_2043,SACOL2037,mutS,mutS,-,DNA mismatch repair ATPase,243.42,7.93,-2.23,0.21,0.23,-9.52,1.65198E-21,5.71E-21
USA300HOU_1243,SACOL1333,USA300HOU_1243,SACOL1333,GraRS,hypothetical protein,78.68,6.30,-2.24,0.21,0.34,-6.60,4.16001E-11,9.96E-11
USA300HOU_1772,SACOL1832,crcB1,crcB1 crcB2,-,camphor resistance protein CrcB1,162.82,7.35,-2.24,0.21,0.28,-8.08,6.55589E-16,1.90E-15
USA300HOU_1118,SACOL1191,mraZ,mraZ mraW ftsL pbp1,-,cell division protein MraZ,8905.83,13.12,-2.24,0.21,0.14,-15.82,2.24806E-56,1.88E-55
USA300HOU_2536,SACOL2557,amiD2,amiD2,GraRS,possible secretory antigen,143.00,7.16,-2.25,0.21,0.29,-7.72,1.15112E-14,3.18E-14
USA300HOU_1192,SACOL1279,uppS,uppS cdsA,-,UDP pyrophosphate synthase,2771.24,11.44,-2.26,0.21,0.16,-13.73,6.95281E-43,4.43E-42
USA300HOU_1798,SACOL1859,USA300HOU_1798,SACOL1859,-,hypothetical protein,885.58,9.79,-2.26,0.21,0.25,-8.98,2.73638E-19,8.89E-19
USA300HOU_0300,SACOL0274,esaB,esaA essA esaB essB yukA esxC esxB esaE esxD SACOL0281,-,hypothetical protein,14.51,3.86,-2.26,0.21,0.79,-2.88,0.003975647,5.86E-03
USA300HOU_1899,-,USA300HOU_1899,-,-,hypothetical protein,36.26,5.18,-2.26,0.21,0.48,-4.76,1.95776E-06,3.67E-06
USA300HOU_1380,SACOL1482,USA300HOU_1380,SACOL1482,-,hypothetical protein,871.58,9.77,-2.27,0.21,0.16,-14.08,4.70724E-45,3.21E-44
USA300HOU_1341,SACOL1442,tnp1,tnp1,-,putative transposase,17.17,4.10,-2.27,0.21,0.65,-3.47,0.00052084,8.20E-04
USA300HOU_2225,SACOL2223,rplR,adk secY rplO rpmD rpsE rplR rplF rpsH rpsN2 rplE rplX rplN rpsQ rpmC rplP rpsC rplV rpsS rplB rplW rplD rplC rpsJ,-,50S ribosomal protein L18,23805.87,14.54,-2.27,0.21,0.14,-16.72,9.19319E-63,8.79E-62
USA300HOU_1662,SACOL1717,hemC,hemLBDCXA ,MgrA,hydroxymethylbilane synthase,2989.97,11.55,-2.28,0.21,0.14,-16.15,1.07094E-58,9.37E-58
USA300HOU_1245,SACOL1335,USA300HOU_1245,SACOL1335,-,hypothetical protein,64.60,6.01,-2.28,0.21,0.40,-5.71,1.10277E-08,2.33E-08
USA300HOU_2283,SACOL2293,USA300HOU_2283,SACOL2293,-,NAD/NADP octopine/nopaline dehydrogenase,1204.29,10.23,-2.28,0.21,0.21,-11.10,1.25193E-28,5.48E-28
USA300HOU_1486,-,USA300HOU_1486,-,-,"phiSLT ORF104a-like protein, repressor",281.67,8.14,-2.28,0.21,0.25,-9.07,1.17085E-19,3.84E-19
USA300HOU_1644,SACOL1700,rpmA,rpmA SACOL1701 rplU,-,50S ribosomal protein L27,18911.00,14.21,-2.29,0.20,0.16,-14.04,8.43356E-45,5.72E-44
USA300HOU_1188,SACOL1274,rpsB,rpsB,-,30S ribosomal protein S2,29766.26,14.86,-2.29,0.20,0.12,-18.85,2.73308E-79,3.45E-78
USA300HOU_0570,SACOL0623,vraC,vraABC SACOL0624,VraSR,hypothetical protein,95.73,6.58,-2.30,0.20,0.36,-6.40,1.60349E-10,3.73E-10
USA300HOU_1528,SACOL1571,accC,ispA xseB xseA nusB SACOL1570 accC accB,-,acetyl-CoA carboxylase biotin carboxylase subunit,6269.67,12.61,-2.30,0.20,0.13,-18.08,4.8367E-73,5.63E-72
USA300HOU_1777,SACOL1837,metK,metK,-,S-adenosylmethionine synthetase,4114.05,12.01,-2.30,0.20,0.16,-14.06,6.33248E-45,4.31E-44
USA300HOU_1839,SACOL1903,USA300HOU_1839,SACOL1902 SACOL1903,GraRS,hypothetical protein,1425.55,10.48,-2.30,0.20,0.17,-13.76,4.36512E-43,2.80E-42
USA300HOU_2315,SACOL2328,lyrA,lyrA,-,hypothetical protein,1838.61,10.84,-2.31,0.20,0.15,-15.17,5.24587E-52,4.10E-51
USA300HOU_0023,SACOL0024,adsA,adsA,-,5'-nucleotidase,658.09,9.36,-2.32,0.20,0.22,-10.70,1.04263E-26,4.29E-26
USA300HOU_2346,SACOL2360,lytT,hssRS lytT SACOL2361,GraRS,LytTr DNA-binding region-containing protein,323.68,8.34,-2.32,0.20,0.30,-7.80,6.37795E-15,1.79E-14
USA300HOU_1110,SACOL1184,eta,eta,-,exfoliative toxin,233.90,7.87,-2.32,0.20,0.31,-7.51,5.9013E-14,1.58E-13
USA300HOU_2440,SACOL2458,USA300HOU_2440,SACOL2458,MgrA,amino acid permease,315.64,8.30,-2.32,0.20,0.21,-11.10,1.20376E-28,5.28E-28
USA300HOU_0583,SACOL0636,mvaK1,mvaK1 mvaD mvaK2,SigB,mevalonate kinase,1476.14,10.53,-2.34,0.20,0.23,-10.34,4.55798E-25,1.78E-24
USA300HOU_0944,SACOL0991,oppB,SACOL0990 oppB oppC oppD oppF oppA,MgrA,"oligopeptide ABC transporter, membrane protein",1128.96,10.14,-2.35,0.20,0.18,-13.06,5.53572E-39,3.26E-38
USA300HOU_2226,SACOL2224,rplF,adk secY rplO rpmD rpsE rplR rplF rpsH rpsN2 rplE rplX rplN rpsQ rpmC rplP rpsC rplV rpsS rplB rplW rplD rplC rpsJ,-,50S ribosomal protein L6,24481.71,14.58,-2.35,0.20,0.15,-15.92,4.91481E-57,4.15E-56
USA300HOU_0119,SACOL0091,norG,norG,-,GntR family transcriptional regulator,68.62,6.10,-2.36,0.19,1.02,-2.32,0.020365212,2.78E-02
USA300HOU_0483,SACOL0526,holB,holB SACOL0527 yabA,MgrA,DNA-directed DNA polymerase III delta' subunit,2086.28,11.03,-2.36,0.19,0.20,-11.75,6.80695E-32,3.31E-31
USA300HOU_1552,SACOL1607,fthC,SACOL1602 SACOL1603 glk SACOL1605 gluP fthC,-,5-formyltetrahydrofolate cyclo-ligase,719.18,9.49,-2.36,0.19,0.17,-14.00,1.59927E-44,1.07E-43
USA300HOU_0894,SACOL0936,dltB,SACOL0934 dltA dltB dltC dltD,-,DltB protein,8239.28,13.01,-2.36,0.19,0.14,-16.87,8.13614E-64,7.92E-63
USA300HOU_0330,SACOL0307,pfoR,pfoR,-,hypothetical protein,1791.91,10.81,-2.37,0.19,0.15,-16.03,7.813E-58,6.64E-57
USA300HOU_0895,SACOL0937,dltC,SACOL0934 dltA dltB dltC dltD,-,D-alanine--poly(phosphoribitol) ligase subunit 2 DltC,3507.10,11.78,-2.38,0.19,0.15,-16.18,7.15176E-59,6.30E-58
USA300HOU_0007,SACOL0007,nnrD,nnrD,-,hypothetical protein,1930.31,10.91,-2.40,0.19,0.23,-10.65,1.7368E-26,7.08E-26
USA300HOU_2359,SACOL2373,yhgE,yhgE,-,hypothetical protein,404.65,8.66,-2.41,0.19,0.24,-10.00,1.47053E-23,5.51E-23
USA300HOU_0557,SACOL0610,sdrE,sdrE,GraRS,sdrE protein,1424.24,10.48,-2.41,0.19,0.16,-14.88,4.64522E-50,3.50E-49
USA300HOU_1311,SACOL1412,USA300HOU_1311,SACOL1412,-,hydrolase-like protein,472.27,8.88,-2.41,0.19,0.20,-11.98,4.64591E-33,2.33E-32
USA300HOU_2326,SACOL2340,gltS,gltS,TraP,ESS family glutamate:sodium (Na+) symporter,2771.04,11.44,-2.41,0.19,0.16,-15.12,1.14086E-51,8.86E-51
USA300HOU_2105,SACOL2109,hemK,ptpB SACOL2108 hemK prfA tdk,MgrA,HemK family methyltransferase,5640.40,12.46,-2.42,0.19,0.14,-16.75,5.29206E-63,5.10E-62
USA300HOU_0236,SACOL0207,glpQ1,glpQ1,GraRS,possible glycerophosphodiester phosphodiesterase,432.01,8.75,-2.42,0.19,0.21,-11.71,1.08133E-31,5.23E-31
USA300HOU_0434,SACOL0477,hsdS1,hsdM1 hsdS1,-,type I restriction-modification system S subunit,854.21,9.74,-2.42,0.19,0.22,-11.04,2.43527E-28,1.06E-27
USA300HOU_0465,SACOL0507,sle1,sle1,GraRS,possible LysM family autolysin,1830.09,10.84,-2.42,0.19,0.18,-13.64,2.36185E-42,1.48E-41
USA300HOU_1620,SACOL1675,USA300HOU_1620,recD2 SACOL1675,-,TPR domain-containing protein,748.12,9.55,-2.42,0.19,0.19,-12.80,1.56804E-37,8.87E-37
USA300HOU_1950,-,USA300HOU_1950,-,-,hypothetical protein,6.12,2.61,-2.43,0.19,1.02,-2.37,0.017794114,2.45E-02
USA300HOU_0896,SACOL0938,dltD,dltX dltA dltB dltC dltD,-,DltD protein,12669.77,13.63,-2.43,0.19,0.12,-19.64,6.45946E-86,9.28E-85
USA300HOU_2609,SACOL2631,USA300HOU_2609,SACOL2631,SigB,possible metallo-beta-lactamase,671.46,9.39,-2.44,0.18,0.18,-13.33,1.63371E-40,9.86E-40
USA300HOU_2116,SACOL2120,rpoE,rpoE,-,DNA-directed RNA polymerase subunit delta,6587.88,12.69,-2.44,0.18,0.13,-18.62,2.30033E-77,2.84E-76
USA300HOU_2302,SACOL2315,USA300HOU_2302,SACOL2315,-,hypothetical protein,460.33,8.85,-2.44,0.18,0.20,-12.51,6.71414E-36,3.64E-35
USA300HOU_0568,SACOL0621,vraA,vraABC SACOL0624,VraSR,long-chain-fatty-acid--CoA ligase,148.07,7.21,-2.45,0.18,0.36,-6.85,7.39454E-12,1.83E-11
USA300HOU_2106,SACOL2110,prfA,ptpB SACOL2108 hemK prfA tdk,MgrA,peptide chain release factor RF1,5845.96,12.51,-2.45,0.18,0.14,-17.93,7.07125E-72,7.85E-71
USA300HOU_1634,SACOL1691,recJ,apt recJ,-,single-stranded-DNA-specific exonuclease RecJ,3104.54,11.60,-2.45,0.18,0.15,-16.56,1.46999E-61,1.37E-60
USA300HOU_0384,SACOL0435,ychF,kefA SACOL0434 ychF,-,GTP-dependent nucleic acid-binding protein,3582.70,11.81,-2.45,0.18,0.14,-16.96,1.7511E-64,1.72E-63
USA300HOU_0495,SACOL0545,rplY,rplY pth mfd SACOL0548 mazG SACOL0550 divIC,AgrA,50S ribosomal protein L25/general stress protein rplY,33300.15,15.02,-2.46,0.18,0.14,-17.01,6.86539E-65,6.81E-64
USA300HOU_0686,SACOL0723,ssaA,ssaA,-,secretory antigen SsaA-like protein,2015.90,10.98,-2.46,0.18,0.15,-16.11,2.04677E-58,1.77E-57
USA300HOU_2117,-,USA300HOU_2117,-,-,hypothetical protein,1181.52,10.21,-2.46,0.18,0.15,-16.35,4.65615E-60,4.24E-59
USA300HOU_1900,SACOL1960,gatB,gatB gatA gatC,-,aspartyl/glutamyl-tRNA amidotransferase subunit B,11204.21,13.45,-2.46,0.18,0.12,-20.44,6.99962E-93,1.09E-91
USA300HOU_2011,SACOL2004,lukF,lukSF,SaeRS,possible leukocidin subunit,169.14,7.40,-2.47,0.18,0.34,-7.25,4.23018E-13,1.10E-12
USA300HOU_1844,SACOL1907,yhcT,yhcT,-,"RluA, Pseudouridylate synthases, 23S RNA-specific",3407.51,11.73,-2.47,0.18,0.18,-14.02,1.23527E-44,8.36E-44
USA300HOU_0666,SACOL0702,USA300HOU_0666,SACOL0702,-,hypothetical protein,29.45,4.88,-2.49,0.18,0.55,-4.51,6.47625E-06,1.18E-05
USA300HOU_0108,SACOL0078,plc,plc,TraP,phosphatidylinositol diacylglycerol-lyase,98.87,6.63,-2.49,0.18,0.41,-6.04,1.54443E-09,3.42E-09
USA300HOU_0390,SACOL0440,USA300HOU_0390,SACOL0440,-,hypothetical protein,55.12,5.78,-2.49,0.18,0.40,-6.21,5.22691E-10,1.19E-09
USA300HOU_1263,SACOL1352,USA300HOU_1263,SACOL1352 SACOL1353 SACOL1354 SACOL1355,-,ABC transporter ATP-binding protein,84.66,6.40,-2.50,0.18,0.32,-7.78,7.31585E-15,2.04E-14
USA300HOU_1375,SACOL1477,ilvA1,steT ilvA1 ald,CodY,threonine ammonia-lyase,116.11,6.86,-2.51,0.18,0.43,-5.89,3.75865E-09,8.14E-09
USA300HOU_2166,SACOL2164,USA300HOU_2166,SACOL2164,MgrA,hypothetical membrane protein,5506.01,12.43,-2.51,0.18,0.13,-19.03,9.91202E-81,1.30E-79
USA300HOU_0046,-,USA300HOU_0046,-,-,hypothetical protein,13.05,3.71,-2.51,0.18,0.79,-3.19,0.001436358,2.19E-03
USA300HOU_2087,SACOL2082,yidC,SACOL2082,-,hypothetical protein,9378.24,13.20,-2.54,0.17,0.14,-17.61,2.06171E-69,2.19E-68
USA300HOU_0101,-,USA300HOU_0101,-,-,hypothetical protein,5.18,2.37,-2.54,0.17,1.07,-2.37,0.017678227,2.44E-02
USA300HOU_0753,SACOL0790,USA300HOU_0753,queF SACOL0790,LexA,integral membrane domain-containing protein,1284.47,10.33,-2.55,0.17,0.14,-17.85,3.02871E-71,3.32E-70
USA300HOU_1797,SACOL1857,USA300HOU_1797,SACOL1857,-,hypothetical protein,555.57,9.12,-2.55,0.17,0.21,-12.20,3.11217E-34,1.61E-33
USA300HOU_1406,SACOL1509,ndk,ndk,-,nucleoside diphosphate kinase,1793.12,10.81,-2.55,0.17,0.19,-13.65,2.00994E-42,1.26E-41
USA300HOU_0550,SACOL0603,dck,dck dgk,GraRS,deoxynucleoside kinase,746.46,9.54,-2.55,0.17,0.16,-16.04,7.17158E-58,6.12E-57
USA300HOU_2323,SACOL2335,USA300HOU_2323,SACOL2334 SACOL2335,-,ABC transporter ATP-binding protein,409.21,8.68,-2.55,0.17,0.22,-11.68,1.53553E-31,7.33E-31
USA300HOU_2227,SACOL2225,rpsH,adk secY rplO rpmD rpsE rplR rplF rpsH rpsN2 rplE rplX rplN rpsQ rpmC rplP rpsC rplV rpsS rplB rplW rplD rplC rpsJ,-,30S ribosomal protein S8,23107.95,14.50,-2.55,0.17,0.13,-19.05,6.96565E-81,9.17E-80
USA300HOU_0615,SACOL0665,btuF,btuF fecD SACOL0667 SACOL0668 SACOL0669 SACOL0670,-,"iron (Fe3 ) ABC superfamily ATP binding cassette transporter, binding protein",552.52,9.11,-2.56,0.17,0.21,-11.93,7.93341E-33,3.95E-32
USA300HOU_2320,SACOL2333,ynfA,SACOL2331 galM ynfA,-,hypothetical protein,435.46,8.77,-2.56,0.17,0.18,-13.94,3.8092E-44,2.51E-43
USA300HOU_0852,SACOL0887,seq,sek sei,-,enterotoxin type I,287.48,8.17,-2.57,0.17,0.26,-9.75,1.89575E-22,6.79E-22
USA300HOU_2472,SACOL2492,USA300HOU_2472,SACOL2492,-,hypothetical protein,9.57,3.26,-2.58,0.17,0.86,-2.99,0.002749122,4.11E-03
USA300HOU_1297,-,USA300HOU_1297,-,-,hypothetical protein,54.41,5.77,-2.59,0.17,0.40,-6.52,7.07362E-11,1.67E-10
USA300HOU_0322,SACOL0299,USA300HOU_0322,SACOL0299,-,hypothetical protein,180.95,7.50,-2.60,0.16,0.24,-10.84,2.33692E-27,9.86E-27
USA300HOU_1909,SACOL1969,purB,purB,PurR,adenylosuccinate lyase,4474.64,12.13,-2.60,0.16,0.15,-17.20,2.66095E-66,2.70E-65
USA300HOU_1001,SACOL1066,fmtA,fmtA,-,fmt protein,782.66,9.61,-2.61,0.16,0.18,-14.50,1.18904E-47,8.52E-47
USA300HOU_1220,SACOL1307,USA300HOU_1220,SACOL1307,-,hypothetical protein,1853.80,10.86,-2.62,0.16,0.15,-18.04,9.84765E-73,1.13E-71
USA300HOU_2285,SACOL2295,ssaA,ssaA,CodY,secretory antigen SsaA,190.15,7.57,-2.64,0.16,0.27,-9.59,8.72824E-22,3.05E-21
USA300HOU_2107,SACOL2111,tdk,ptpB SACOL2108 hemK prfA tdk,MgrA,thymidine kinase,3423.82,11.74,-2.64,0.16,0.14,-18.87,1.92537E-79,2.45E-78
USA300HOU_0623,-,USA300HOU_0623,-,-,hypothetical protein,38.21,5.26,-2.65,0.16,0.46,-5.76,8.63668E-09,1.84E-08
USA300HOU_0531,SACOL0583,rplK,secE nusG rplK rplA rplJ rplL rsmC,-,50S ribosomal protein L11,30531.16,14.90,-2.66,0.16,0.14,-19.00,1.62013E-80,2.08E-79
USA300HOU_1055,SACOL1126,ctaM,ctaB ctaM,-,hypothetical protein,2353.56,11.20,-2.68,0.16,0.14,-18.88,1.54668E-79,1.98E-78
USA300HOU_2228,SACOL2226,rpsN_2,adk secY rplO rpmD rpsE rplR rplF rpsH rpsN2 rplE rplX rplN rpsQ rpmC rplP rpsC rplV rpsS rplB rplW rplD rplC rpsJ,-,ribosomal protein S14,15875.32,13.95,-2.69,0.15,0.13,-20.12,5.18208E-90,7.87E-89
USA300HOU_1708,-,USA300HOU_1708,-,-,hypothetical protein,13.14,3.72,-2.71,0.15,0.85,-3.18,0.001459165,2.22E-03
USA300HOU_2229,SACOL2227,rplE,adk secY rplO rpmD rpsE rplR rplF rpsH rpsN2 rplE rplX rplN rpsQ rpmC rplP rpsC rplV rpsS rplB rplW rplD rplC rpsJ,-,50S ribosomal protein L5,25861.02,14.66,-2.71,0.15,0.14,-19.87,8.09453E-88,1.20E-86
USA300HOU_1529,SACOL1572,accB,ispA xseB xseA nusB SACOL1570 accC accB,-,"acetyl-CoA carboxylase, biotin carboxyl carrier protein",2521.36,11.30,-2.71,0.15,0.14,-19.40,7.25484E-84,1.00E-82
USA300HOU_0552,SACOL0605,tadA,tadA,-,putative tRNA-specific adenosine deaminase,146.56,7.20,-2.71,0.15,0.30,-9.00,2.16228E-19,7.03E-19
USA300HOU_0296,SACOL0270,ssaA,ssaA,GraRS,secretory antigen precursor SsaA,98.89,6.63,-2.71,0.15,0.34,-7.88,3.14715E-15,8.87E-15
USA300HOU_0194,SACOL0166,USA300HOU_0194,SACOL0166,GraRS,hypothetical membrane protein,516.52,9.01,-2.72,0.15,0.51,-5.35,8.69291E-08,1.76E-07
USA300HOU_0321,-,USA300HOU_0321,-,-,hypothetical protein,62.80,5.97,-2.73,0.15,0.44,-6.16,7.43217E-10,1.68E-09
USA300HOU_0290,SACOL0264,USA300HOU_0290,SACOL0264 SACOL0265 SACOL0266 SACOL0267,GraRS,"ABC transporter,  ATP-binding protein",271.12,8.08,-2.73,0.15,0.22,-12.39,2.79911E-35,1.50E-34
USA300HOU_1120,SACOL1193,ftsL,mraZ mraW ftsL pbp1,-,cell division protein,3466.90,11.76,-2.74,0.15,0.16,-17.29,5.14321E-67,5.32E-66
